,access_time,comments,is_vid,num_likes,post_time,poster,url,view_count
0,2018-02-12 21:04:17.803424,So...this is how Dobby sometimes sleeps... #catsareweird #catsarefunny #catsofinstagram #sleepykittypurrpurrpurr #adoptlove #adoptdontshop,False,2,2018-02-03T00:47:32.000Z,personaleffectsandotherthings,https://www.instagram.com/p/Betwe3HgW3d/?tagged=adoptlove,0
0,2018-02-12 21:04:24.333958,"Meet Mina! This super soft 9 year old is looking for a quiet home of her own. Noises, especially doors closing, make her nervous but she LOVES people and warms up quickly. Did we mention she's a huge fan of belly rubs??",True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
1,2018-02-12 21:04:24.333958,#catadoptionteam #adopt #sheltercat #sheltercats#rescuepet #adoptdontshop #thinkadoptionfirst #adoptlove#catshelter #kitties #savealife #catsofinstagram #catsofig#mustlovecats #dailyfluff #rescuepetsofinstagram #cats#portlandor #adoptjoy #adoptacat #pets #pdxcats #black #blackcat #belly #pets #happy #purr #mina #content,True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
2,2018-02-12 21:04:24.333958,what an absolute cutie pie!!,True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
3,2018-02-12 21:04:24.333958,"I have a 9 yr old, super soft but a little bit still feral rescued kitty named Mina too! I hope she finds a loving home soon ❤️",True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
4,2018-02-12 21:04:24.333958,@lizelkins99 I do too! I have a feeling that she won't be here for too much longer,True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
5,2018-02-12 21:04:24.333958,Gorgeous,True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
6,2018-02-12 21:04:24.333958,@ellboswell looks like Olly!!!,True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
7,2018-02-12 21:04:24.333958,What a beauty! We’ve adopted two black cats from @catadoptpdx. They are the sweetest. She’ll have a home in no time! 🖤 #blackcatbiased,True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
8,2018-02-12 21:04:24.333958,She is such a doll!!! 😻😻😻,True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
9,2018-02-12 21:04:24.333958,I love this girl !,True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
10,2018-02-12 21:04:24.333958,Now that's cool! you know why? because of YOU!,True,288,2018-02-03T00:40:28.000Z,catadoptpdx,https://www.instagram.com/p/Betvj6znuuF/?tagged=adoptlove,885
0,2018-02-12 21:04:30.223120,"Elwood is still here, and he's ready to mingle.
#adoptablerabbit #flemishgiant #rabbit #bunny #adoptabunny #adoptabun #adoptdontshop #adoptlove #opttoadopt #lexingtonhumanesociety",False,12,2018-02-03T00:34:56.000Z,mcbozzell,https://www.instagram.com/p/BetvCm0jQh1/?tagged=adoptlove,0
1,2018-02-12 21:04:30.223120,"Stupid question, but do you think he'd ever bite? Looking fora pet for an apprehensive Jeremiah.",False,12,2018-02-03T00:34:56.000Z,mcbozzell,https://www.instagram.com/p/BetvCm0jQh1/?tagged=adoptlove,0
2,2018-02-12 21:04:30.223120,"Sadly, yes. Not because he's mean, but he seemed to think my finger was food at first.",False,12,2018-02-03T00:34:56.000Z,mcbozzell,https://www.instagram.com/p/BetvCm0jQh1/?tagged=adoptlove,0
