,access_time,comments,is_vid,num_likes,post_time,poster,url,view_count
0,2018-02-12 20:54:34.828624,Saturday nights are gaming and needy doggos 🐶,False,62,2018-02-04T01:48:37.000Z,mika.and.loki,https://www.instagram.com/p/BewcRFsAWsp/?tagged=adoptlove,0
1,2018-02-12 20:54:34.828624,#MikaandLoki #rescuedogsofinstagram #adoptdontshop #puppylove #adoptlove #dailypuppy #barkbox #dogs #dogsoftoronto #dogsofTO #dogoftheday #instadog #ilovemydog #dogsofIG #muttsarethebest #muttsofinstagram #rescuedismyfavoritebreed #shepsky #dogofinstagram #dog #dailydog #dogstagram #rescuemutt #personal #adventuredogs #adventuredog,False,62,2018-02-04T01:48:37.000Z,mika.and.loki,https://www.instagram.com/p/BewcRFsAWsp/?tagged=adoptlove,0
2,2018-02-12 20:54:34.828624,Sweet eyes!,False,62,2018-02-04T01:48:37.000Z,mika.and.loki,https://www.instagram.com/p/BewcRFsAWsp/?tagged=adoptlove,0
0,2018-02-12 20:54:44.760531,Sneak peak! Puppy preview! These two adorable 12 week old girls are in foster care right now getting ready for their big debut. Keep an eye on our website (spcaonline.com) as they and their 5 littermates prepare for adoption. 😊💕🐾,False,502,2018-02-04T01:44:09.000Z,spcaoftompkinscounty,https://www.instagram.com/p/BewbwZ7Fq5t/?tagged=adoptlove,0
1,2018-02-12 20:54:44.760531,#puppypreview #sneakpeak #puppiesforadoption #adoptapup #adoptapuppy #adoptlove #adoptdontshop #blackandwhitepuppies #pibblepuppies #pitbulllove #muttsofinstagram #puppylove #shelter #shelterpuppies #rescueme #rescuepuppy #giveadogahome #spca #spcaoftompkinscounty #tompkinscounty #ithaca #nokill #nokillshelter #fosterpuppies #fosteringsaveslives,False,502,2018-02-04T01:44:09.000Z,spcaoftompkinscounty,https://www.instagram.com/p/BewbwZ7Fq5t/?tagged=adoptlove,0
2,2018-02-12 20:54:44.760531,@gottcassie you need them!,False,502,2018-02-04T01:44:09.000Z,spcaoftompkinscounty,https://www.instagram.com/p/BewbwZ7Fq5t/?tagged=adoptlove,0
3,2018-02-12 20:54:44.760531,@urda27,False,502,2018-02-04T01:44:09.000Z,spcaoftompkinscounty,https://www.instagram.com/p/BewbwZ7Fq5t/?tagged=adoptlove,0
4,2018-02-12 20:54:44.760531,@gottcassie !!!!!!!,False,502,2018-02-04T01:44:09.000Z,spcaoftompkinscounty,https://www.instagram.com/p/BewbwZ7Fq5t/?tagged=adoptlove,0
5,2018-02-12 20:54:44.760531,@victorianchola @mazecorn @caseymartinphotos,False,502,2018-02-04T01:44:09.000Z,spcaoftompkinscounty,https://www.instagram.com/p/BewbwZ7Fq5t/?tagged=adoptlove,0
6,2018-02-12 20:54:44.760531,@bri_wink ughhhhh,False,502,2018-02-04T01:44:09.000Z,spcaoftompkinscounty,https://www.instagram.com/p/BewbwZ7Fq5t/?tagged=adoptlove,0
